Date,Open,High,Low,Close,Adj Close,Volume
2015-01-05,9101.712890625,9172.26953125,9101.712890625,9101.712890625,9101.712890625,94080
2015-01-06,9031.1572265625,9383.9365234375,9031.1572265625,9313.380859375,9313.380859375,571418
2015-01-07,9313.380859375,9595.6044921875,9242.8251953125,9595.6044921875,9595.6044921875,1177264
2015-01-08,9595.6044921875,9736.716796875,9454.4931640625,9595.6044921875,9595.6044921875,1131356
2015-01-09,9595.6044921875,10230.6083984375,9595.6044921875,10230.6083984375,10230.6083984375,4664782
2015-01-12,10583.3876953125,10936.1669921875,10512.83203125,10936.1669921875,10936.1669921875,4973558
2015-01-13,11006.72265625,11641.7265625,11006.72265625,11571.169921875,11571.169921875,6008766
2015-01-14,11430.05859375,11923.9501953125,11218.390625,11500.6142578125,11500.6142578125,5140206
2015-01-15,11500.6142578125,11923.9501953125,11500.6142578125,11571.169921875,11571.169921875,5463367
2015-01-16,11641.7265625,11782.837890625,11430.05859375,11430.05859375,11430.05859375,3193423
2015-01-19,11641.7265625,11853.39453125,11430.05859375,11571.169921875,11571.169921875,4561119
2015-01-20,11500.6142578125,11571.169921875,11288.9462890625,11430.05859375,11430.05859375,2081412
2015-01-21,11430.05859375,11500.6142578125,11077.279296875,11077.279296875,11077.279296875,2447263
2015-01-22,11077.279296875,11782.837890625,10865.611328125,11782.837890625,11782.837890625,6966119
2015-01-23,12135.6181640625,12488.3974609375,12065.0615234375,12276.7294921875,12276.7294921875,8058232
2015-01-26,12276.7294921875,12417.841796875,12135.6181640625,12276.7294921875,12276.7294921875,3975753
2015-01-27,12206.173828125,12700.0654296875,12065.0615234375,12276.7294921875,12276.7294921875,8939391
2015-01-28,12276.7294921875,13123.400390625,12276.7294921875,13123.400390625,13123.400390625,10862929
2015-01-29,13052.8447265625,13264.5126953125,12629.5087890625,12841.1767578125,12841.1767578125,6361294
2015-01-30,12700.0654296875,12770.62109375,12276.7294921875,12347.28515625,12347.28515625,5986258
2015-02-02,12276.7294921875,12488.3974609375,12135.6181640625,12135.6181640625,12135.6181640625,3424942
2015-02-03,12347.28515625,12347.28515625,11288.9462890625,11288.9462890625,11288.9462890625,6740553
2015-02-04,11077.279296875,11218.390625,10653.943359375,11077.279296875,11077.279296875,6459273
2015-02-05,11147.8349609375,11641.7265625,11147.8349609375,11571.169921875,11571.169921875,2677436
2015-02-06,11641.7265625,12276.7294921875,11500.6142578125,12276.7294921875,12276.7294921875,3854544
2015-02-09,12135.6181640625,12488.3974609375,12065.0615234375,12206.173828125,12206.173828125,6463751
2015-02-10,12558.953125,12770.62109375,12417.841796875,12629.5087890625,12629.5087890625,5223374
2015-02-11,12558.953125,12841.1767578125,12488.3974609375,12770.62109375,12770.62109375,2965675
2015-02-12,12770.62109375,12841.1767578125,12347.28515625,12558.953125,12558.953125,3802657
2015-02-13,12558.953125,12770.62109375,12347.28515625,12558.953125,12558.953125,3170689
2015-02-24,12770.62109375,13123.400390625,12700.0654296875,13052.8447265625,13052.8447265625,4045783
2015-02-25,13264.5126953125,13546.736328125,12982.2890625,13052.8447265625,13052.8447265625,9700574
2015-02-26,13052.8447265625,13405.6240234375,13052.8447265625,13335.068359375,13335.068359375,3220636
2015-02-27,13335.068359375,13476.1796875,13052.8447265625,13123.400390625,13123.400390625,3144214
2015-03-02,12982.2890625,13193.9560546875,12911.732421875,13052.8447265625,13052.8447265625,3574327
2015-03-03,13052.8447265625,13264.5126953125,13052.8447265625,13123.400390625,13123.400390625,3164595
2015-03-04,13123.400390625,13193.9560546875,12911.732421875,13123.400390625,13123.400390625,4483224
2015-03-05,13123.400390625,13193.9560546875,12770.62109375,12770.62109375,12770.62109375,3986836
2015-03-06,12700.0654296875,13193.9560546875,12629.5087890625,13052.8447265625,13052.8447265625,5208166
2015-03-09,13052.8447265625,13123.400390625,12700.0654296875,12770.62109375,12770.62109375,2524267
2015-03-10,12700.0654296875,12982.2890625,12700.0654296875,12911.732421875,12911.732421875,2410484
2015-03-11,12770.62109375,13123.400390625,12770.62109375,12911.732421875,12911.732421875,2595076
2015-03-12,12911.732421875,13052.8447265625,12911.732421875,12982.2890625,12982.2890625,1859800
2015-03-13,13052.8447265625,13264.5126953125,13052.8447265625,13123.400390625,13123.400390625,3449164
2015-03-16,13052.8447265625,13123.400390625,12911.732421875,12911.732421875,12911.732421875,2190616
2015-03-17,12911.732421875,13052.8447265625,12841.1767578125,12911.732421875,12911.732421875,1885624
2015-03-18,12841.1767578125,12911.732421875,12629.5087890625,12700.0654296875,12700.0654296875,3537392
2015-03-19,12770.62109375,12841.1767578125,12417.841796875,12488.3974609375,12488.3974609375,2778405
2015-03-20,12417.841796875,12700.0654296875,12417.841796875,12629.5087890625,12629.5087890625,1790550
2015-03-23,12629.5087890625,12770.62109375,12135.6181640625,12206.173828125,12206.173828125,2508506
2015-03-24,12065.0615234375,12135.6181640625,11782.837890625,12135.6181640625,12135.6181640625,3949349
2015-03-25,12206.173828125,12417.841796875,12065.0615234375,12276.7294921875,12276.7294921875,1562561
2015-03-26,12135.6181640625,12700.0654296875,12135.6181640625,12558.953125,12558.953125,2984838
2015-03-27,12629.5087890625,12700.0654296875,12417.841796875,12488.3974609375,12488.3974609375,2094126
2015-03-30,12488.3974609375,12558.953125,12206.173828125,12206.173828125,12206.173828125,2244856
2015-03-31,12065.0615234375,12558.953125,12065.0615234375,12417.841796875,12417.841796875,1657918
2015-04-01,12417.841796875,12488.3974609375,12206.173828125,12206.173828125,12206.173828125,1798260
2015-04-02,12347.28515625,12629.5087890625,12206.173828125,12629.5087890625,12629.5087890625,1802314
2015-04-03,12629.5087890625,12700.0654296875,12488.3974609375,12558.953125,12558.953125,2055135
2015-04-06,12558.953125,12629.5087890625,12488.3974609375,12558.953125,12558.953125,807288
2015-04-07,12488.3974609375,12982.2890625,12488.3974609375,12982.2890625,12982.2890625,3737006
2015-04-08,12982.2890625,13123.400390625,12911.732421875,13052.8447265625,13052.8447265625,1290465
2015-04-09,12982.2890625,13335.068359375,12982.2890625,13335.068359375,13335.068359375,3478700
2015-04-10,13264.5126953125,13617.2919921875,13264.5126953125,13405.6240234375,13405.6240234375,5459740
2015-04-13,13405.6240234375,13546.736328125,13193.9560546875,13405.6240234375,13405.6240234375,2106966
2015-04-14,13405.6240234375,13687.84765625,13335.068359375,13405.6240234375,13405.6240234375,7225332
2015-04-15,13264.5126953125,13476.1796875,13264.5126953125,13405.6240234375,13405.6240234375,2933105
2015-04-16,13405.6240234375,13899.515625,13405.6240234375,13828.9599609375,13828.9599609375,6974340
2015-04-17,13828.9599609375,13970.0712890625,13617.2919921875,13617.2919921875,13617.2919921875,3808028
2015-04-20,13546.736328125,13617.2919921875,13405.6240234375,13476.1796875,13476.1796875,1849015
2015-04-21,13405.6240234375,13617.2919921875,13264.5126953125,13264.5126953125,13264.5126953125,3124910
2015-04-22,13264.5126953125,13405.6240234375,12982.2890625,13123.400390625,13123.400390625,3834462
2015-04-23,13193.9560546875,13264.5126953125,12982.2890625,13123.400390625,13123.400390625,1597909
2015-04-24,13193.9560546875,13405.6240234375,13193.9560546875,13405.6240234375,13405.6240234375,970747
2015-04-27,13405.6240234375,13546.736328125,13264.5126953125,13264.5126953125,13264.5126953125,1346988
2015-05-04,13264.5126953125,13264.5126953125,12347.28515625,12347.28515625,12347.28515625,2667246
2015-05-05,12488.3974609375,12770.62109375,12065.0615234375,12700.0654296875,12700.0654296875,2808296
2015-05-06,12700.0654296875,12841.1767578125,12417.841796875,12558.953125,12558.953125,1079327
2015-05-07,12417.841796875,13052.8447265625,12417.841796875,12982.2890625,12982.2890625,1093117
2015-05-08,12558.953125,12700.0654296875,12347.28515625,12629.5087890625,12629.5087890625,1951132
2015-05-11,12629.5087890625,12700.0654296875,12488.3974609375,12488.3974609375,12488.3974609375,659589
2015-05-12,12488.3974609375,12558.953125,12065.0615234375,12347.28515625,12347.28515625,2024067
2015-05-13,12347.28515625,12417.841796875,11994.505859375,12206.173828125,12206.173828125,2298148
2015-05-14,12206.173828125,12488.3974609375,12065.0615234375,12347.28515625,12347.28515625,1139889
2015-05-15,12417.841796875,12488.3974609375,12206.173828125,12206.173828125,12206.173828125,1436023
2015-05-18,12206.173828125,12276.7294921875,11994.505859375,12065.0615234375,12065.0615234375,959635
2015-05-19,12206.173828125,12276.7294921875,12065.0615234375,12206.173828125,12206.173828125,682493
2015-05-20,12206.173828125,12629.5087890625,12206.173828125,12629.5087890625,12629.5087890625,1564574
2015-05-21,12629.5087890625,12770.62109375,12558.953125,12558.953125,12558.953125,1395672
2015-05-22,12558.953125,12982.2890625,12558.953125,12911.732421875,12911.732421875,2677549
2015-05-25,12841.1767578125,13193.9560546875,12841.1767578125,13123.400390625,13123.400390625,1658910
2015-05-26,13123.400390625,13617.2919921875,13052.8447265625,13546.736328125,13546.736328125,4047696
2015-05-27,13476.1796875,14040.6279296875,13405.6240234375,13758.404296875,13758.404296875,3203345
