Date,Open,High,Low,Close,Adj Close,Volume
2015-03-18,12896.587890625,12896.587890625,12549.9052734375,12619.2421875,12619.2421875,4481261
2015-03-19,12688.578125,12757.9150390625,12480.5693359375,12480.5693359375,12480.5693359375,2330489
2015-03-20,12480.5693359375,12619.2421875,12411.232421875,12549.9052734375,12549.9052734375,2843192
2015-03-23,12619.2421875,12688.578125,12203.22265625,12203.22265625,12203.22265625,3185292
2015-03-24,12203.22265625,12272.5595703125,11856.5400390625,12133.88671875,12133.88671875,3577365
2015-03-25,12203.22265625,12480.5693359375,12133.88671875,12341.8955078125,12341.8955078125,2827297
2015-03-26,12203.22265625,12619.2421875,12203.22265625,12272.5595703125,12272.5595703125,4326653
2015-03-27,12480.5693359375,12480.5693359375,12133.88671875,12203.22265625,12203.22265625,2395404
2015-03-30,12133.88671875,12272.5595703125,11787.2041015625,11925.876953125,11925.876953125,3010722
2015-03-31,11856.5400390625,12133.88671875,11856.5400390625,11995.2138671875,11995.2138671875,2691554
2015-04-01,11995.2138671875,12133.88671875,11717.8671875,11787.2041015625,11787.2041015625,2791660
2015-04-02,11787.2041015625,12133.88671875,11717.8671875,12133.88671875,12133.88671875,2915029
2015-04-03,12133.88671875,12272.5595703125,12064.5498046875,12064.5498046875,12064.5498046875,2455589
2015-04-06,12064.5498046875,12133.88671875,11925.876953125,11925.876953125,11925.876953125,1978669
2015-04-07,11856.5400390625,12133.88671875,11787.2041015625,11995.2138671875,11995.2138671875,6347090
2015-04-08,12133.88671875,12203.22265625,11925.876953125,11995.2138671875,11995.2138671875,4522091
2015-04-09,12064.5498046875,12341.8955078125,11925.876953125,12341.8955078125,12341.8955078125,5881360
2015-04-10,12341.8955078125,12757.9150390625,12341.8955078125,12480.5693359375,12480.5693359375,5359096
2015-04-13,12549.9052734375,12619.2421875,12341.8955078125,12549.9052734375,12549.9052734375,3516617
2015-04-14,12688.578125,12827.2509765625,12411.232421875,12411.232421875,12411.232421875,6208865
2015-04-15,12341.8955078125,12619.2421875,12272.5595703125,12549.9052734375,12549.9052734375,3260029
2015-04-16,12549.9052734375,12757.9150390625,12480.5693359375,12757.9150390625,12757.9150390625,4868993
2015-04-17,12688.578125,12827.2509765625,12619.2421875,12619.2421875,12619.2421875,3747478
2015-04-20,12549.9052734375,12619.2421875,12411.232421875,12549.9052734375,12549.9052734375,7407873
2015-04-21,12619.2421875,12757.9150390625,12480.5693359375,12480.5693359375,12480.5693359375,3627151
2015-04-22,12341.8955078125,12480.5693359375,12064.5498046875,12203.22265625,12203.22265625,5208800
2015-04-23,12133.88671875,12341.8955078125,12064.5498046875,12272.5595703125,12272.5595703125,2778954
2015-04-24,12203.22265625,12411.232421875,12203.22265625,12272.5595703125,12272.5595703125,1626170
2015-04-27,12272.5595703125,12619.2421875,12272.5595703125,12480.5693359375,12480.5693359375,3097069
2015-05-04,12341.8955078125,12480.5693359375,11787.2041015625,11787.2041015625,11787.2041015625,2973512
2015-05-05,11787.2041015625,12341.8955078125,11717.8671875,12272.5595703125,12272.5595703125,3345251
2015-05-06,12272.5595703125,12411.232421875,12133.88671875,12203.22265625,12203.22265625,2758806
2015-05-07,12203.22265625,12480.5693359375,12064.5498046875,12411.232421875,12411.232421875,1171820
2015-05-08,12411.232421875,12619.2421875,12272.5595703125,12619.2421875,12619.2421875,2765786
2015-05-11,12619.2421875,12619.2421875,12411.232421875,12411.232421875,12411.232421875,766724
2015-05-12,12411.232421875,12411.232421875,12064.5498046875,12272.5595703125,12272.5595703125,1866837
2015-05-13,12133.88671875,12272.5595703125,11925.876953125,12133.88671875,12133.88671875,1405176
2015-05-14,12064.5498046875,12411.232421875,12064.5498046875,12411.232421875,12411.232421875,1275229
2015-05-15,12411.232421875,12411.232421875,12064.5498046875,12064.5498046875,12064.5498046875,447758
2015-05-18,12133.88671875,12133.88671875,11717.8671875,11717.8671875,11717.8671875,2633836
2015-05-19,11787.2041015625,11995.2138671875,11787.2041015625,11995.2138671875,11995.2138671875,798943
2015-05-20,11995.2138671875,12480.5693359375,11925.876953125,12203.22265625,12203.22265625,1681235
2015-05-21,12133.88671875,12480.5693359375,12133.88671875,12341.8955078125,12341.8955078125,2210639
2015-05-22,12480.5693359375,12619.2421875,12272.5595703125,12549.9052734375,12549.9052734375,2500356
2015-05-25,12549.9052734375,12757.9150390625,12549.9052734375,12757.9150390625,12757.9150390625,1801360
2015-05-26,12688.578125,13104.59765625,12688.578125,13035.2607421875,13035.2607421875,3963698
2015-05-27,12896.587890625,13243.2705078125,12896.587890625,13104.59765625,13104.59765625,3012410
2015-05-28,13104.59765625,14005.9716796875,12965.923828125,13659.2890625,13659.2890625,4287193
2015-05-29,13659.2890625,13867.298828125,13451.279296875,13520.6162109375,13520.6162109375,4204509
2015-06-01,13451.279296875,14005.9716796875,13451.279296875,13659.2890625,13659.2890625,4490997
2015-06-02,13659.2890625,13867.298828125,13243.2705078125,13243.2705078125,13243.2705078125,4334253
2015-06-03,13173.93359375,13451.279296875,13035.2607421875,13035.2607421875,13035.2607421875,3462433
2015-06-04,13104.59765625,13243.2705078125,12827.2509765625,12965.923828125,12965.923828125,4520865
2015-06-05,12965.923828125,13728.6259765625,12965.923828125,13589.953125,13589.953125,3582110
2015-06-08,13728.6259765625,14144.64453125,13728.6259765625,13797.9619140625,13797.9619140625,5034173
2015-06-09,13728.6259765625,14005.9716796875,13451.279296875,13589.953125,13589.953125,3538223
2015-06-10,13589.953125,13659.2890625,13173.93359375,13451.279296875,13451.279296875,4132931
2015-06-11,13520.6162109375,13659.2890625,13312.6064453125,13381.943359375,13381.943359375,2354632
2015-06-12,13589.953125,13728.6259765625,13451.279296875,13589.953125,13589.953125,2813611
2015-06-15,13659.2890625,14421.990234375,13659.2890625,14421.990234375,14421.990234375,6946399
2015-06-16,14560.6640625,14768.6728515625,14283.3173828125,14283.3173828125,14283.3173828125,4235935
2015-06-17,14144.64453125,14491.3271484375,14075.30859375,14421.990234375,14421.990234375,2301024
2015-06-18,14352.654296875,14491.3271484375,14144.64453125,14352.654296875,14352.654296875,3082488
2015-06-19,14491.3271484375,14699.3369140625,14352.654296875,14421.990234375,14421.990234375,3792980
2015-06-22,14491.3271484375,14768.6728515625,14491.3271484375,14699.3369140625,14699.3369140625,3344299
2015-06-23,14352.654296875,14421.990234375,14144.64453125,14283.3173828125,14283.3173828125,5274192
2015-06-24,14283.3173828125,14283.3173828125,14005.9716796875,14075.30859375,14075.30859375,5172859
2015-06-25,14005.9716796875,14075.30859375,13797.9619140625,13797.9619140625,13797.9619140625,5851665
2015-06-26,13797.9619140625,13867.298828125,13312.6064453125,13312.6064453125,13312.6064453125,4910242
2015-06-29,13035.2607421875,13451.279296875,13035.2607421875,13451.279296875,13451.279296875,3032860
2015-06-30,13312.6064453125,13589.953125,13243.2705078125,13312.6064453125,13312.6064453125,2657733
2015-07-01,13173.93359375,13312.6064453125,12827.2509765625,13035.2607421875,13035.2607421875,7278374
2015-07-02,12896.587890625,13867.298828125,12896.587890625,13728.6259765625,13728.6259765625,6018691
2015-07-03,13867.298828125,14491.3271484375,13867.298828125,13936.634765625,13936.634765625,5867399
2015-07-06,14005.9716796875,14213.9814453125,13867.298828125,14075.30859375,14075.30859375,5830003
2015-07-07,14075.30859375,14907.345703125,13797.9619140625,14421.990234375,14421.990234375,9954987
2015-07-08,14560.6640625,15046.01953125,14144.64453125,14699.3369140625,14699.3369140625,8070222
2015-07-09,14491.3271484375,14768.6728515625,14283.3173828125,14560.6640625,14560.6640625,5373977
2015-07-10,14768.6728515625,15462.0380859375,14699.3369140625,15462.0380859375,15462.0380859375,8146719
2015-07-13,15462.0380859375,16155.4033203125,15323.365234375,15947.3935546875,15947.3935546875,5425598
2015-07-14,15947.3935546875,16086.06640625,15392.701171875,15739.3837890625,15739.3837890625,5390451
2015-07-15,15739.3837890625,15947.3935546875,15254.0283203125,15254.0283203125,15254.0283203125,12985642
2015-07-16,14976.6826171875,15184.6923828125,14768.6728515625,14976.6826171875,14976.6826171875,7944704
2015-07-17,15046.01953125,15392.701171875,14976.6826171875,15115.35546875,15115.35546875,3189459
2015-07-20,14907.345703125,15462.0380859375,14768.6728515625,15392.701171875,15392.701171875,4407807
2015-07-21,15392.701171875,15739.3837890625,15254.0283203125,15392.701171875,15392.701171875,5962443
2015-07-22,15392.701171875,15947.3935546875,15254.0283203125,15947.3935546875,15947.3935546875,5705826
2015-07-23,16016.73046875,16294.076171875,15808.720703125,15808.720703125,15808.720703125,7407715
2015-07-24,15739.3837890625,15878.056640625,15600.7109375,15739.3837890625,15739.3837890625,3188507
2015-07-27,15670.0478515625,16155.4033203125,15670.0478515625,15947.3935546875,15947.3935546875,4114614
2015-07-28,15947.3935546875,16224.7392578125,15947.3935546875,15947.3935546875,15947.3935546875,6335883
2015-07-29,15947.3935546875,16086.06640625,15600.7109375,15600.7109375,15600.7109375,5102968
2015-07-30,15670.0478515625,15878.056640625,15462.0380859375,15808.720703125,15808.720703125,2996170
2015-07-31,16016.73046875,16016.73046875,15600.7109375,15600.7109375,15600.7109375,3209737
2015-08-03,15462.0380859375,15600.7109375,15115.35546875,15323.365234375,15323.365234375,5310305
2015-08-04,15323.365234375,15462.0380859375,15115.35546875,15115.35546875,15115.35546875,2701779
2015-08-05,15184.6923828125,15462.0380859375,15184.6923828125,15323.365234375,15323.365234375,2023075
2015-08-06,15462.0380859375,15462.0380859375,14907.345703125,14976.6826171875,14976.6826171875,2358050
2015-08-07,14976.6826171875,15046.01953125,14768.6728515625,14907.345703125,14907.345703125,2586790
2015-08-10,14907.345703125,15254.0283203125,14907.345703125,15184.6923828125,15184.6923828125,1596791
2015-08-11,15254.0283203125,15670.0478515625,15115.35546875,15254.0283203125,15254.0283203125,3264917
2015-08-12,15184.6923828125,15254.0283203125,14907.345703125,15046.01953125,15046.01953125,2665810
2015-08-13,15046.01953125,15046.01953125,14491.3271484375,14630.0,14630.0,2897117
2015-08-14,14560.6640625,14699.3369140625,14213.9814453125,14352.654296875,14352.654296875,1816186
2015-08-17,14283.3173828125,14421.990234375,13381.943359375,13381.943359375,13381.943359375,4665320
2015-08-18,13312.6064453125,13867.298828125,13312.6064453125,13867.298828125,13867.298828125,3107180
2015-08-19,13728.6259765625,14144.64453125,13520.6162109375,13728.6259765625,13728.6259765625,1667606
2015-08-20,13659.2890625,13797.9619140625,13381.943359375,13381.943359375,13381.943359375,2273636
2015-08-21,13104.59765625,13173.93359375,12480.5693359375,13035.2607421875,13035.2607421875,6500342
2015-08-24,12965.923828125,12965.923828125,12133.88671875,12133.88671875,12133.88671875,5875332
2015-08-25,11925.876953125,12480.5693359375,11925.876953125,12411.232421875,12411.232421875,3209679
2015-08-26,12411.232421875,12965.923828125,12341.8955078125,12965.923828125,12965.923828125,2906534
2015-08-27,12965.923828125,13867.298828125,12965.923828125,13451.279296875,13451.279296875,4865358
2015-08-28,13797.9619140625,13867.298828125,13520.6162109375,13797.9619140625,13797.9619140625,3891816
2015-08-31,13867.298828125,13867.298828125,13381.943359375,13381.943359375,13381.943359375,4173530
2015-09-01,13520.6162109375,13520.6162109375,13173.93359375,13243.2705078125,13243.2705078125,2918447
2015-09-03,13173.93359375,13381.943359375,13104.59765625,13312.6064453125,13312.6064453125,3262480
2015-09-04,13312.6064453125,13520.6162109375,13312.6064453125,13381.943359375,13381.943359375,1475167
2015-09-07,13451.279296875,13659.2890625,13381.943359375,13451.279296875,13451.279296875,1809938
2015-09-08,13451.279296875,14213.9814453125,13381.943359375,14144.64453125,14144.64453125,8109653
2015-09-09,14560.6640625,14630.0,14213.9814453125,14213.9814453125,14213.9814453125,3954770
2015-09-10,13936.634765625,14283.3173828125,13936.634765625,14075.30859375,14075.30859375,2793334
2015-09-11,14075.30859375,14144.64453125,13728.6259765625,13797.9619140625,13797.9619140625,2787420
2015-09-14,14075.30859375,14421.990234375,13867.298828125,13867.298828125,13867.298828125,3734281
2015-09-15,13867.298828125,14144.64453125,13797.9619140625,13797.9619140625,13797.9619140625,3054783
2015-09-16,13797.9619140625,13867.298828125,13520.6162109375,13659.2890625,13659.2890625,2000908
2015-09-17,13659.2890625,13728.6259765625,13381.943359375,13381.943359375,13381.943359375,2147425
2015-09-18,13797.9619140625,13936.634765625,13659.2890625,13867.298828125,13867.298828125,3573168
2015-09-21,13867.298828125,14075.30859375,13867.298828125,14005.9716796875,14005.9716796875,3280148
2015-09-22,14005.9716796875,14144.64453125,13797.9619140625,13867.298828125,13867.298828125,1789128
2015-09-23,13797.9619140625,14005.9716796875,13728.6259765625,14005.9716796875,14005.9716796875,2130955
2015-09-24,14075.30859375,14352.654296875,14075.30859375,14144.64453125,14144.64453125,6150036
2015-09-25,14213.9814453125,14213.9814453125,13936.634765625,14075.30859375,14075.30859375,2005393
2015-09-28,14005.9716796875,14075.30859375,13867.298828125,13867.298828125,13867.298828125,2059535
2015-09-29,13451.279296875,13728.6259765625,13451.279296875,13659.2890625,13659.2890625,4243190
2015-09-30,13728.6259765625,13797.9619140625,13589.953125,13589.953125,13589.953125,1125683
2015-10-01,13659.2890625,13659.2890625,13520.6162109375,13589.953125,13589.953125,904126
2015-10-02,13659.2890625,13659.2890625,13451.279296875,13520.6162109375,13520.6162109375,1125769
2015-10-05,13659.2890625,13936.634765625,13589.953125,13867.298828125,13867.298828125,1629603
2015-10-06,14075.30859375,14144.64453125,13936.634765625,14075.30859375,14075.30859375,4581641
2015-10-07,14075.30859375,14144.64453125,13867.298828125,13867.298828125,13867.298828125,2379324
2015-10-08,13867.298828125,14144.64453125,13797.9619140625,14075.30859375,14075.30859375,5206362
2015-10-09,14213.9814453125,14352.654296875,14144.64453125,14144.64453125,14144.64453125,4962075
2015-10-12,14075.30859375,14283.3173828125,14075.30859375,14144.64453125,14144.64453125,3053355
2015-10-13,14075.30859375,14144.64453125,14005.9716796875,14144.64453125,14144.64453125,1363322
2015-10-14,14144.64453125,14144.64453125,14005.9716796875,14005.9716796875,14005.9716796875,2313687
2015-10-15,14075.30859375,14421.990234375,14005.9716796875,14352.654296875,14352.654296875,6532418
2015-10-16,14421.990234375,14838.009765625,14421.990234375,14630.0,14630.0,7841036
2015-10-19,14560.6640625,14838.009765625,14491.3271484375,14699.3369140625,14699.3369140625,2865388
2015-10-20,14699.3369140625,14699.3369140625,14283.3173828125,14491.3271484375,14491.3271484375,3265898
2015-10-21,14421.990234375,14560.6640625,14283.3173828125,14421.990234375,14421.990234375,3182940
2015-10-22,14352.654296875,14491.3271484375,14283.3173828125,14421.990234375,14421.990234375,1144159
2015-10-23,14560.6640625,14768.6728515625,14421.990234375,14630.0,14630.0,3248317
2015-10-26,14768.6728515625,14768.6728515625,14491.3271484375,14491.3271484375,14491.3271484375,2100682
2015-10-27,14491.3271484375,14560.6640625,14352.654296875,14491.3271484375,14491.3271484375,1482220
2015-10-28,14491.3271484375,14491.3271484375,14352.654296875,14352.654296875,14352.654296875,1917185
2015-10-29,14421.990234375,14560.6640625,14283.3173828125,14491.3271484375,14491.3271484375,2479342
2015-10-30,14491.3271484375,14630.0,14421.990234375,14421.990234375,14421.990234375,2521196
2015-11-02,14421.990234375,14560.6640625,14352.654296875,14491.3271484375,14491.3271484375,1952693
2015-11-03,14491.3271484375,14560.6640625,14352.654296875,14560.6640625,14560.6640625,1610796
2015-11-04,14560.6640625,14699.3369140625,14421.990234375,14491.3271484375,14491.3271484375,2022440
2015-11-05,14352.654296875,14491.3271484375,14352.654296875,14491.3271484375,14491.3271484375,1453044
2015-11-06,14421.990234375,14491.3271484375,14213.9814453125,14421.990234375,14421.990234375,1742804
2015-11-09,14421.990234375,14491.3271484375,14283.3173828125,14352.654296875,14352.654296875,1033913
2015-11-10,14213.9814453125,14283.3173828125,14075.30859375,14075.30859375,14075.30859375,1829959
2015-11-11,14005.9716796875,14213.9814453125,14005.9716796875,14075.30859375,14075.30859375,1567240
2015-11-12,14005.9716796875,14283.3173828125,13936.634765625,14283.3173828125,14283.3173828125,2068881
2015-11-13,14144.64453125,14283.3173828125,14005.9716796875,14283.3173828125,14283.3173828125,1597830
2015-11-16,14213.9814453125,14213.9814453125,13936.634765625,14075.30859375,14075.30859375,620033
2015-11-17,14005.9716796875,14075.30859375,13936.634765625,13936.634765625,13936.634765625,1474979
2015-11-18,13936.634765625,14005.9716796875,13867.298828125,13867.298828125,13867.298828125,759282
2015-11-19,14005.9716796875,14005.9716796875,13797.9619140625,13797.9619140625,13797.9619140625,799866
2015-11-20,13797.9619140625,13867.298828125,13728.6259765625,13797.9619140625,13797.9619140625,1126577
2015-11-23,13936.634765625,13936.634765625,13659.2890625,13659.2890625,13659.2890625,775911
2015-11-24,13589.953125,13659.2890625,13451.279296875,13589.953125,13589.953125,1399377
2015-11-25,13589.953125,13589.953125,13381.943359375,13589.953125,13589.953125,984242
2015-11-26,13520.6162109375,13520.6162109375,13381.943359375,13520.6162109375,13520.6162109375,849018
2015-11-27,13381.943359375,13520.6162109375,13243.2705078125,13243.2705078125,13243.2705078125,929711
2015-11-30,13173.93359375,13173.93359375,12480.5693359375,12757.9150390625,12757.9150390625,1285426
2015-12-01,12757.9150390625,12896.587890625,12619.2421875,12688.578125,12688.578125,832028
2015-12-02,12757.9150390625,12965.923828125,12757.9150390625,12896.587890625,12896.587890625,1167638
2015-12-03,12896.587890625,12965.923828125,12827.2509765625,12896.587890625,12896.587890625,291620
2015-12-04,12896.587890625,12896.587890625,12688.578125,12757.9150390625,12757.9150390625,1225125
2015-12-07,12827.2509765625,12827.2509765625,12549.9052734375,12619.2421875,12619.2421875,413071
2015-12-08,12549.9052734375,13035.2607421875,12411.232421875,12965.923828125,12965.923828125,1468865
2015-12-09,13035.2607421875,13035.2607421875,12757.9150390625,12757.9150390625,12757.9150390625,405485
2015-12-10,12827.2509765625,12827.2509765625,12480.5693359375,12549.9052734375,12549.9052734375,933981
2015-12-11,12549.9052734375,12688.578125,12480.5693359375,12480.5693359375,12480.5693359375,718221
2015-12-14,12411.232421875,12619.2421875,12272.5595703125,12272.5595703125,12272.5595703125,551426
2015-12-15,12341.8955078125,12619.2421875,12272.5595703125,12619.2421875,12619.2421875,880271
2015-12-16,12688.578125,12965.923828125,12619.2421875,12827.2509765625,12827.2509765625,945359
2015-12-17,12965.923828125,13243.2705078125,12896.587890625,13035.2607421875,13035.2607421875,1073070
2015-12-18,12965.923828125,13035.2607421875,12827.2509765625,12827.2509765625,12827.2509765625,772694
2015-12-21,12827.2509765625,12827.2509765625,12688.578125,12827.2509765625,12827.2509765625,635451
2015-12-22,12757.9150390625,12965.923828125,12688.578125,12688.578125,12688.578125,615274
2015-12-23,12688.578125,12757.9150390625,12549.9052734375,12549.9052734375,12549.9052734375,802535
2015-12-24,12688.578125,12688.578125,12549.9052734375,12549.9052734375,12549.9052734375,281150
2015-12-25,12619.2421875,12688.578125,12480.5693359375,12549.9052734375,12549.9052734375,413058
2015-12-28,12549.9052734375,12757.9150390625,12480.5693359375,12549.9052734375,12549.9052734375,570622
2015-12-29,12549.9052734375,12827.2509765625,12411.232421875,12827.2509765625,12827.2509765625,4197861
2015-12-30,12896.587890625,12965.923828125,12757.9150390625,12896.587890625,12896.587890625,1137769
2015-12-31,12965.923828125,12965.923828125,12757.9150390625,12896.587890625,12896.587890625,943066
2016-01-04,12827.2509765625,12896.587890625,12549.9052734375,12688.578125,12688.578125,2465872
2016-01-05,12549.9052734375,12688.578125,12480.5693359375,12549.9052734375,12549.9052734375,547935
2016-01-06,12549.9052734375,12757.9150390625,12549.9052734375,12688.578125,12688.578125,785934
2016-01-07,12549.9052734375,12757.9150390625,12341.8955078125,12549.9052734375,12549.9052734375,2296568
2016-01-08,12480.5693359375,12480.5693359375,12272.5595703125,12272.5595703125,12272.5595703125,1431553
2016-01-11,12272.5595703125,12411.232421875,12203.22265625,12272.5595703125,12272.5595703125,963114
2016-01-12,12272.5595703125,12411.232421875,12203.22265625,12341.8955078125,12341.8955078125,1024886
2016-01-13,12411.232421875,12480.5693359375,12272.5595703125,12272.5595703125,12272.5595703125,660661
2016-01-14,12272.5595703125,12272.5595703125,11995.2138671875,12272.5595703125,12272.5595703125,1231010
2016-01-15,12272.5595703125,12341.8955078125,12064.5498046875,12203.22265625,12203.22265625,935769
2016-01-18,11925.876953125,11925.876953125,11371.1845703125,11648.53125,11648.53125,2015272
2016-01-19,11579.1943359375,12064.5498046875,11579.1943359375,12064.5498046875,12064.5498046875,1481542
2016-01-20,11995.2138671875,11995.2138671875,11717.8671875,11717.8671875,11717.8671875,877387
2016-01-21,11648.53125,11787.2041015625,11301.8486328125,11371.1845703125,11371.1845703125,1650299
2016-01-22,11371.1845703125,11440.521484375,10955.166015625,11163.17578125,11163.17578125,1795547
2016-01-25,11440.521484375,11925.876953125,11440.521484375,11925.876953125,11925.876953125,1267960
2016-01-26,11787.2041015625,12064.5498046875,11648.53125,12064.5498046875,12064.5498046875,1405521
2016-01-27,12064.5498046875,12341.8955078125,12064.5498046875,12133.88671875,12133.88671875,562704
2016-01-28,12133.88671875,12203.22265625,11925.876953125,11925.876953125,11925.876953125,242714
2016-01-29,11925.876953125,11995.2138671875,11787.2041015625,11925.876953125,11925.876953125,318331
2016-02-01,12203.22265625,12203.22265625,11856.5400390625,11856.5400390625,11856.5400390625,469132
2016-02-02,11856.5400390625,12064.5498046875,11787.2041015625,11856.5400390625,11856.5400390625,235214
2016-02-03,11717.8671875,11856.5400390625,11579.1943359375,11787.2041015625,11787.2041015625,263698
2016-02-04,11925.876953125,11925.876953125,11787.2041015625,11925.876953125,11925.876953125,349093
2016-02-05,11925.876953125,11995.2138671875,11925.876953125,11925.876953125,11925.876953125,321835
2016-02-15,11717.8671875,11995.2138671875,11717.8671875,11925.876953125,11925.876953125,221859
2016-02-16,11925.876953125,11995.2138671875,11856.5400390625,11856.5400390625,11856.5400390625,330100
2016-02-17,11856.5400390625,11925.876953125,11787.2041015625,11856.5400390625,11856.5400390625,381198
2016-02-18,11856.5400390625,12064.5498046875,11787.2041015625,12064.5498046875,12064.5498046875,667136
2016-02-19,11995.2138671875,12064.5498046875,11925.876953125,11925.876953125,11925.876953125,1103285
2016-02-22,11995.2138671875,12064.5498046875,11787.2041015625,11925.876953125,11925.876953125,1151946
2016-02-23,11995.2138671875,12064.5498046875,11856.5400390625,11856.5400390625,11856.5400390625,790088
2016-02-24,11787.2041015625,12619.2421875,11787.2041015625,12619.2421875,12619.2421875,4473964
2016-02-25,12757.9150390625,12827.2509765625,12480.5693359375,12757.9150390625,12757.9150390625,2518009
2016-02-26,12688.578125,12757.9150390625,12619.2421875,12688.578125,12688.578125,564031
2016-02-29,12619.2421875,12619.2421875,12341.8955078125,12341.8955078125,12341.8955078125,1337924
2016-03-01,12341.8955078125,12480.5693359375,12203.22265625,12203.22265625,12203.22265625,1146942
2016-03-02,12272.5595703125,12480.5693359375,12272.5595703125,12411.232421875,12411.232421875,865834
2016-03-03,12480.5693359375,12549.9052734375,12341.8955078125,12480.5693359375,12480.5693359375,1310852
2016-03-04,12480.5693359375,12549.9052734375,12341.8955078125,12341.8955078125,12341.8955078125,1426145
2016-03-07,12480.5693359375,12480.5693359375,12272.5595703125,12341.8955078125,12341.8955078125,1064705
2016-03-08,12272.5595703125,12411.232421875,12133.88671875,12272.5595703125,12272.5595703125,1854246
