"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"29/12/2023","80,300","83,500","83,900","80,300","1.62M","-3.02%"
"28/12/2023","82,800","82,700","83,100","82,400","703.20K","0.12%"
"27/12/2023","82,700","82,900","83,200","82,500","899.60K","-0.12%"
"26/12/2023","82,800","82,000","82,800","82,000","971.20K","1.22%"
"25/12/2023","81,800","80,900","81,800","80,700","1.30M","1.11%"
"22/12/2023","80,900","80,900","81,100","80,400","1.58M","0.00%"
"21/12/2023","80,900","81,000","81,000","80,300","2.03M","-0.25%"
"20/12/2023","81,100","81,200","81,300","80,500","1.87M","-0.12%"
"19/12/2023","81,200","81,500","81,500","80,100","1.96M","-0.37%"
"18/12/2023","81,500","82,800","82,900","81,500","1.80M","-0.85%"
"15/12/2023","82,200","84,000","84,400","82,200","2.53M","-2.61%"
"14/12/2023","84,400","84,000","84,500","84,000","840.60K","0.84%"
"13/12/2023","83,700","84,200","84,500","83,700","1.15M","-0.59%"
"12/12/2023","84,200","84,700","84,700","84,000","1.01M","0.00%"
"11/12/2023","84,200","85,000","85,300","84,100","1.40M","-0.94%"
"08/12/2023","85,000","85,200","85,500","85,000","1.18M","-0.23%"
"07/12/2023","85,200","85,700","86,000","85,000","992.30K","-0.81%"
"06/12/2023","85,900","85,300","86,000","85,000","638.00K","0.59%"
"05/12/2023","85,400","86,000","86,100","84,800","992.80K","-0.70%"
"04/12/2023","86,000","85,400","86,200","84,800","888.10K","1.18%"
"01/12/2023","85,000","84,900","85,000","84,100","714.70K","0.35%"
"30/11/2023","84,700","85,100","85,400","84,700","927.60K","-0.47%"
"29/11/2023","85,100","85,400","85,900","85,100","733.10K","-0.82%"
"28/11/2023","85,800","85,500","85,900","84,800","779.40K","0.00%"
"27/11/2023","85,800","86,000","86,000","85,100","443.00K","-0.23%"
"24/11/2023","86,000","85,500","86,000","85,000","734.50K","0.58%"
"23/11/2023","85,500","86,700","86,800","85,500","647.20K","-1.38%"
"22/11/2023","86,700","86,300","86,700","85,500","1.01M","0.12%"
"21/11/2023","86,600","86,100","86,700","85,800","1.15M","0.58%"
"20/11/2023","86,100","85,600","87,000","85,000","1.10M","0.58%"
"17/11/2023","85,600","87,800","87,900","85,500","1.59M","-2.73%"
"16/11/2023","88,000","87,000","88,000","86,700","1.28M","0.34%"
"15/11/2023","87,700","86,500","87,700","86,500","4.07M","1.98%"
"14/11/2023","86,000","86,000","86,500","85,400","987.50K","0.58%"
"13/11/2023","85,500","86,000","86,100","85,400","937.70K","-0.58%"
"10/11/2023","86,000","87,100","87,500","86,000","1.35M","-2.16%"
"09/11/2023","87,900","89,500","89,500","87,900","1.17M","-1.79%"
"08/11/2023","89,500","88,000","89,700","87,900","1.27M","1.36%"
"07/11/2023","88,300","89,000","89,300","88,300","413.90K","-1.34%"
"06/11/2023","89,500","88,900","89,800","88,500","774.80K","0.67%"
"03/11/2023","88,900","89,000","89,400","88,100","1.09M","-0.11%"
"02/11/2023","89,000","88,000","89,000","86,600","1.06M","1.37%"
"01/11/2023","87,800","86,800","87,800","86,100","1.48M","1.15%"
"31/10/2023","86,800","85,900","86,900","84,900","1.35M","1.05%"
"30/10/2023","85,900","83,500","86,000","83,500","592.90K","1.06%"
"27/10/2023","85,000","84,600","85,000","83,800","773.40K","0.59%"
"26/10/2023","84,500","85,000","86,000","83,500","1.42M","-1.52%"
"25/10/2023","85,800","85,100","85,800","84,600","660.10K","-0.23%"
"24/10/2023","86,000","84,500","86,500","83,900","994.00K","1.78%"
"23/10/2023","84,500","84,500","84,500","82,500","966.60K","-0.35%"
"20/10/2023","84,800","83,500","85,300","82,700","938.40K","0.36%"
"19/10/2023","84,500","85,500","86,000","84,100","1.36M","-1.63%"
"18/10/2023","85,900","85,500","86,000","85,000","1.15M","0.00%"
"17/10/2023","85,900","86,100","86,500","85,500","363.40K","-0.23%"
"16/10/2023","86,100","85,600","86,600","85,600","332.30K","-0.58%"
"13/10/2023","86,600","86,000","86,600","85,500","663.10K","0.70%"
"12/10/2023","86,000","86,900","86,900","85,500","714.10K","-0.58%"
"11/10/2023","86,500","86,200","86,500","85,700","719.40K","0.46%"
"10/10/2023","86,100","84,600","86,200","84,600","734.10K","1.77%"
"09/10/2023","84,600","85,400","85,400","84,000","1.10M","-0.94%"
"06/10/2023","85,400","84,500","85,400","83,500","800.90K","1.07%"
"05/10/2023","84,500","86,000","86,000","84,500","890.00K","-2.09%"
"04/10/2023","86,300","86,300","86,300","85,300","923.80K","0.00%"
"03/10/2023","86,300","86,500","86,700","85,800","882.60K","-0.23%"
"02/10/2023","86,500","87,100","87,200","86,500","765.70K","-1.14%"
"29/09/2023","87,500","88,300","88,300","87,100","449.30K","-0.57%"
"28/09/2023","88,000","87,200","88,300","86,600","1.07M","0.23%"
"27/09/2023","87,800","87,600","89,000","87,000","1.20M","0.92%"
"26/09/2023","87,000","89,200","89,400","86,900","1.66M","-2.58%"
"25/09/2023","89,300","89,000","89,500","88,300","2.21M","0.00%"
"22/09/2023","89,300","86,400","89,500","86,000","2.41M","2.64%"
"21/09/2023","87,000","88,000","88,000","86,800","1.07M","-1.14%"
"20/09/2023","88,000","88,100","88,400","86,400","786.00K","-0.11%"
"19/09/2023","88,100","88,800","89,200","86,000","1.12M","-0.79%"
"18/09/2023","88,800","89,500","89,700","88,300","718.10K","-1.11%"
"15/09/2023","89,800","88,900","89,800","88,600","2.14M","0.79%"
"14/09/2023","89,100","89,000","89,500","88,100","1.51M","0.00%"
"13/09/2023","89,100","90,000","90,000","88,900","1.58M","-0.89%"
"12/09/2023","89,900","89,000","90,000","88,900","1.57M","1.58%"
"11/09/2023","88,500","89,600","90,000","88,000","1.65M","-1.12%"
"08/09/2023","89,500","89,500","89,500","89,100","1.34M","0.00%"
"07/09/2023","89,500","90,000","90,800","89,500","1.77M","-0.78%"
"06/09/2023","90,200","90,200","90,200","89,700","2.02M","0.11%"
"05/09/2023","90,100","89,100","90,700","89,100","1.94M","1.12%"
"31/08/2023","89,100","89,100","89,600","88,300","1.53M","0.00%"
"30/08/2023","89,100","88,500","89,500","88,500","1.35M","0.79%"
"29/08/2023","88,400","87,000","88,500","86,900","1.39M","1.61%"
"28/08/2023","87,000","86,400","87,500","86,200","1.38M","0.93%"
"25/08/2023","86,200","86,200","87,000","86,000","1.40M","-0.92%"
"24/08/2023","87,000","86,300","88,200","86,000","902.80K","0.81%"
"23/08/2023","86,300","88,900","88,900","86,100","1.75M","-2.38%"
"22/08/2023","88,400","89,500","89,700","87,800","1.83M","-1.56%"
"21/08/2023","89,800","89,700","90,200","89,200","1.71M","0.34%"
"18/08/2023","89,500","89,800","90,300","89,000","2.22M","0.11%"
"17/08/2023","89,400","89,200","89,800","88,600","2.15M","0.22%"
"16/08/2023","89,200","88,800","89,400","88,700","727.30K","0.34%"
"15/08/2023","88,900","90,000","90,000","88,500","1.15M","-0.11%"
"14/08/2023","89,000","90,300","90,300","89,000","1.47M","-1.55%"
"11/08/2023","90,400","88,500","90,400","88,500","920.80K","2.15%"
"10/08/2023","88,500","90,500","90,500","88,500","1.34M","-1.88%"
"09/08/2023","90,200","90,700","90,900","90,100","591.60K","-0.55%"
"08/08/2023","90,700","90,800","91,200","90,100","823.40K","-0.11%"
"07/08/2023","90,800","90,100","90,800","90,000","1.11M","0.78%"
"04/08/2023","90,100","90,700","91,100","90,100","1.23M","-0.55%"
"03/08/2023","90,600","91,500","91,500","90,500","837.90K","-0.98%"
"02/08/2023","91,500","91,200","91,500","91,000","1.06M","0.33%"
"01/08/2023","91,200","91,600","92,800","91,200","1.28M","-0.44%"
"31/07/2023","91,600","93,000","93,200","91,600","1.47M","-1.51%"
"28/07/2023","93,000","92,700","93,000","91,800","1.12M","0.32%"
"27/07/2023","92,700","93,700","93,700","92,500","957.20K","-0.75%"
"26/07/2023","93,400","91,900","93,400","91,900","1.15M","1.85%"
"25/07/2023","91,700","90,400","92,500","90,300","2.37M","3.54%"
"24/07/2023","88,569","88,992","89,246","88,484","954.84K","-15.65%"
"21/07/2023","105,000","105,000","105,000","104,000","663.40K","0.00%"
"20/07/2023","105,000","105,500","106,400","103,600","771.60K","-1.41%"
"19/07/2023","106,500","104,600","107,100","104,600","926.20K","2.11%"
"18/07/2023","104,300","104,900","105,000","104,300","590.00K","-0.48%"
"17/07/2023","104,800","105,000","105,000","104,200","791.60K","-0.19%"
"14/07/2023","105,000","104,900","105,000","104,000","797.70K","0.10%"
"13/07/2023","104,900","105,000","105,000","103,700","928.30K","0.87%"
"12/07/2023","104,000","102,700","104,500","102,700","742.80K","0.97%"
"11/07/2023","103,000","101,800","105,000","101,800","887.60K","0.29%"
"10/07/2023","102,700","104,900","104,900","102,300","915.10K","-2.19%"
"07/07/2023","105,000","100,500","105,000","100,400","1.06M","4.27%"
"06/07/2023","100,700","102,100","102,200","100,500","1.02M","-1.27%"
"05/07/2023","102,000","101,000","102,500","100,300","953.90K","2.00%"
"04/07/2023","100,000","100,700","101,900","99,900","682.70K","0.00%"
"03/07/2023","100,000","100,000","100,800","99,800","490.10K","0.00%"
"30/06/2023","100,000","101,100","101,800","100,000","556.60K","-1.86%"
"29/06/2023","101,900","101,800","103,000","101,100","640.60K","0.79%"
"28/06/2023","101,100","100,000","102,200","99,800","821.20K","1.10%"
"27/06/2023","100,000","100,000","101,000","99,700","685.90K","0.00%"
"26/06/2023","100,000","99,100","100,900","99,100","807.20K","0.10%"
"23/06/2023","99,900","100,400","100,400","99,500","705.20K","-0.50%"
"22/06/2023","100,400","102,000","102,000","99,900","716.50K","0.40%"
"21/06/2023","100,000","99,700","100,500","99,700","1.19M","0.10%"
"20/06/2023","99,900","101,100","101,100","99,800","1.78M","-1.77%"
"19/06/2023","101,700","103,600","104,100","101,700","1.14M","-3.14%"
"16/06/2023","105,000","104,200","106,400","103,200","1.33M","1.45%"
"15/06/2023","103,500","102,500","103,700","101,600","912.20K","0.88%"
"14/06/2023","102,600","102,400","104,000","101,500","840.50K","0.10%"
"13/06/2023","102,500","100,000","103,000","99,700","838.90K","1.49%"
"12/06/2023","101,000","99,900","101,500","98,100","435.10K","0.50%"
"09/06/2023","100,500","100,000","102,000","99,000","820.20K","0.50%"
"08/06/2023","100,000","97,000","101,700","97,000","1.34M","3.09%"
"07/06/2023","97,000","99,000","99,000","97,000","749.60K","-2.02%"
"06/06/2023","99,000","98,000","99,000","96,500","759.50K","1.02%"
"05/06/2023","98,000","95,200","98,700","95,200","1.30M","3.27%"
"02/06/2023","94,900","93,900","95,000","93,300","737.80K","1.06%"
"01/06/2023","93,900","94,600","94,600","93,200","646.30K","-0.11%"
"31/05/2023","94,000","93,900","94,100","93,100","380.10K","-0.53%"
"30/05/2023","94,500","93,100","94,800","92,400","564.50K","1.50%"
"29/05/2023","93,100","92,000","95,000","92,000","590.50K","1.20%"
"26/05/2023","92,000","93,200","93,500","92,000","283.70K","-1.29%"
"25/05/2023","93,200","92,600","94,000","91,400","606.60K","0.65%"
"24/05/2023","92,600","92,800","92,800","91,900","342.20K","-0.22%"
"23/05/2023","92,800","93,000","93,600","92,100","568.80K","-0.32%"
"22/05/2023","93,100","93,000","93,900","92,200","622.30K","-1.17%"
"19/05/2023","94,200","94,500","94,900","92,600","439.90K","-0.84%"
"18/05/2023","95,000","92,900","96,000","92,200","1.68M","2.37%"
"17/05/2023","92,800","92,500","93,000","92,300","572.70K","0.22%"
"16/05/2023","92,600","92,000","93,100","91,300","666.10K","0.98%"
"15/05/2023","91,700","92,000","93,000","91,200","450.50K","-1.19%"
"12/05/2023","92,800","91,000","92,800","90,800","710.50K","1.98%"
"11/05/2023","91,000","92,000","92,100","91,000","505.60K","-1.09%"
"10/05/2023","92,000","91,900","93,000","91,600","417.40K","-0.33%"
"09/05/2023","92,300","93,000","93,900","92,300","563.40K","-0.75%"
"08/05/2023","93,000","90,000","93,200","89,800","1.50M","3.56%"
"05/05/2023","89,800","88,500","89,900","88,200","225.70K","1.47%"
"04/05/2023","88,500","90,000","90,000","88,500","496.00K","-2.21%"
"28/04/2023","90,500","90,000","90,500","88,800","704.70K","0.56%"
"27/04/2023","90,000","88,700","90,500","88,400","580.40K","0.67%"
"26/04/2023","89,400","88,000","89,500","87,900","710.20K","1.25%"
"25/04/2023","88,300","88,200","88,500","87,500","545.80K","0.46%"
"24/04/2023","87,900","88,000","88,500","87,000","505.80K","0.46%"
"21/04/2023","87,500","88,000","88,100","87,400","356.50K","-0.91%"
"20/04/2023","88,300","88,800","88,800","88,000","257.80K","-0.23%"
"19/04/2023","88,500","88,100","88,700","88,000","416.90K","0.57%"
"18/04/2023","88,000","88,300","88,600","87,500","695.10K","-0.45%"
"17/04/2023","88,400","88,400","88,500","87,800","488.90K","0.00%"
"14/04/2023","88,400","88,300","89,100","88,200","414.80K","0.23%"
"13/04/2023","88,200","88,300","88,500","87,800","491.00K","-0.11%"
"12/04/2023","88,300","88,300","88,600","88,000","518.40K","0.11%"
"11/04/2023","88,200","89,000","90,000","88,200","751.60K","-0.90%"
"10/04/2023","89,000","90,000","90,000","89,000","639.30K","-1.11%"
"07/04/2023","90,000","91,000","91,100","89,500","747.20K","-1.32%"
"06/04/2023","91,200","91,500","92,100","91,200","376.30K","-0.98%"
"05/04/2023","92,100","92,300","92,300","91,100","336.00K","0.11%"
"04/04/2023","92,000","92,800","92,900","91,600","269.90K","-0.86%"
"03/04/2023","92,800","91,700","92,900","91,200","736.70K","1.53%"
"31/03/2023","91,400","92,800","93,200","90,500","950.60K","-1.40%"
"30/03/2023","92,700","92,300","93,200","92,000","409.70K","0.43%"
"29/03/2023","92,300","92,500","92,500","90,500","422.80K","0.54%"
"28/03/2023","91,800","90,800","92,900","90,100","845.80K","0.88%"
"27/03/2023","91,000","89,000","91,000","88,000","730.10K","2.25%"
"24/03/2023","89,000","91,000","91,000","88,900","630.00K","-1.87%"
"23/03/2023","90,700","88,800","90,700","87,300","849.50K","1.91%"
"22/03/2023","89,000","86,600","89,900","86,600","1.06M","2.89%"
"21/03/2023","86,500","85,400","89,900","85,400","1.06M","1.65%"
"20/03/2023","85,100","89,000","89,500","85,100","1.03M","-4.38%"
"17/03/2023","89,000","91,000","91,100","89,000","2.27M","-2.20%"
"16/03/2023","91,000","91,000","92,000","89,500","806.00K","-0.44%"
"15/03/2023","91,400","91,600","92,000","91,100","807.80K","0.44%"
"14/03/2023","91,000","91,000","91,200","90,500","863.70K","-0.55%"
"13/03/2023","91,500","92,000","92,000","90,800","759.20K","-0.65%"
"10/03/2023","92,100","92,200","92,500","91,500","707.80K","-0.97%"
"09/03/2023","93,000","92,000","93,400","91,700","1.10M","0.87%"
"08/03/2023","92,200","91,000","92,200","90,700","871.90K","0.33%"
"07/03/2023","91,900","91,500","92,500","91,100","970.30K","0.99%"
"06/03/2023","91,000","91,000","92,200","91,000","711.90K","0.11%"
"03/03/2023","90,900","91,800","92,800","90,900","798.60K","-2.47%"
"02/03/2023","93,200","93,000","93,800","91,800","984.70K","0.22%"
"01/03/2023","93,000","92,300","93,400","92,200","729.70K","-0.53%"
"28/02/2023","93,500","93,100","93,700","92,600","565.80K","0.75%"
"27/02/2023","92,800","93,000","93,500","91,700","501.00K","-0.75%"
"24/02/2023","93,500","93,000","94,000","90,000","631.40K","0.21%"
"23/02/2023","93,300","93,000","94,000","91,200","1.03M","0.32%"
"22/02/2023","93,000","94,200","94,300","92,500","1.03M","-1.27%"
"21/02/2023","94,200","94,200","94,900","94,000","675.50K","0.43%"
"20/02/2023","93,800","93,000","94,500","93,000","1.10M","0.86%"
"17/02/2023","93,000","93,000","93,300","92,000","918.90K","0.65%"
"16/02/2023","92,400","93,000","94,000","92,200","776.60K","-0.65%"
"15/02/2023","93,000","92,500","94,200","91,200","899.30K","0.54%"
"14/02/2023","92,500","93,500","93,500","91,200","1.14M","-1.07%"
"13/02/2023","93,500","94,800","95,400","92,000","872.70K","-1.06%"
"10/02/2023","94,500","94,500","94,500","92,800","647.70K","1.61%"
"09/02/2023","93,000","93,800","95,000","93,000","759.40K","-1.27%"
"08/02/2023","94,200","92,100","96,200","92,100","884.80K","2.39%"
"07/02/2023","92,000","95,300","95,500","92,000","1.20M","-4.17%"
"06/02/2023","96,000","92,600","96,300","91,500","1.15M","3.23%"
"03/02/2023","93,000","90,300","93,000","89,100","893.40K","2.65%"
"02/02/2023","90,600","88,600","92,000","88,600","984.60K","1.68%"
"01/02/2023","89,100","92,000","92,500","89,100","1.14M","-3.05%"
"31/01/2023","91,900","89,900","91,900","87,800","1.45M","2.22%"
"30/01/2023","89,900","92,100","92,500","89,800","1.05M","-3.33%"
"27/01/2023","93,000","93,000","94,600","91,500","1.55M","0.00%"
"19/01/2023","93,000","89,500","96,000","87,500","1.72M","3.33%"
"18/01/2023","90,000","90,000","91,000","89,400","834.00K","0.67%"
"17/01/2023","89,400","88,500","89,400","87,300","644.60K","2.41%"
"16/01/2023","87,300","86,000","88,500","86,000","735.20K","1.75%"
"13/01/2023","85,800","85,200","86,500","85,200","822.00K","1.18%"
"12/01/2023","84,800","85,200","85,200","83,800","1.88M","-0.35%"
"11/01/2023","85,100","87,300","87,300","85,100","983.00K","-2.52%"
"10/01/2023","87,300","86,200","89,900","86,200","2.11M","0.46%"
"09/01/2023","86,900","85,800","86,900","84,800","1.67M","3.45%"
"06/01/2023","84,000","84,000","84,800","83,900","1.13M","0.00%"
"05/01/2023","84,000","82,800","84,000","82,500","1.08M","1.45%"
"04/01/2023","82,800","82,900","82,900","81,800","837.90K","0.24%"
"03/01/2023","82,600","80,200","82,600","80,200","1.09M","3.25%"
"30/12/2022","80,000","82,900","83,100","80,000","1.51M","-0.87%"
"29/12/2022","80,700","82,300","82,500","80,500","1.24M","0.88%"
"28/12/2022","80,000","80,400","82,000","79,500","1.17M","1.14%"
"27/12/2022","79,100","80,200","80,500","78,900","1.06M","0.25%"
"26/12/2022","78,900","79,200","80,800","78,900","1.20M","-0.25%"
"23/12/2022","79,100","80,200","81,200","79,100","1.08M","-0.25%"
"22/12/2022","79,300","79,500","81,100","79,300","1.07M","0.76%"
"21/12/2022","78,700","81,400","81,400","78,700","962.00K","-0.38%"
"20/12/2022","79,000","79,700","82,000","79,000","1.42M","-0.25%"
"19/12/2022","79,200","80,000","81,000","79,000","757.50K","-0.63%"
"16/12/2022","79,700","79,500","82,900","78,900","3.16M","0.25%"
"15/12/2022","79,500","78,800","80,700","78,600","1.25M","0.89%"
"14/12/2022","78,800","79,700","79,700","78,500","1.08M","0.77%"
"13/12/2022","78,200","78,100","79,300","77,900","2.23M","1.03%"
"12/12/2022","77,400","78,800","80,500","77,400","2.11M","0.13%"
"09/12/2022","77,300","78,400","79,200","77,100","1.68M","0.39%"
"08/12/2022","77,000","79,000","81,000","77,000","2.11M","-1.91%"
"07/12/2022","78,500","80,000","82,000","78,000","1.46M","-1.88%"
"06/12/2022","80,000","85,000","85,200","80,000","1.31M","-5.88%"
"05/12/2022","85,000","84,100","87,000","82,500","1.66M","0.00%"
"02/12/2022","85,000","79,900","85,000","79,300","1.24M","6.25%"
"01/12/2022","80,000","80,900","81,400","79,200","1.18M","-1.23%"
"30/11/2022","81,000","80,300","81,000","77,000","1.32M","1.50%"
"29/11/2022","79,800","76,000","79,800","76,000","1.71M","4.04%"
"28/11/2022","76,700","74,500","77,000","73,800","1.34M","4.92%"
"25/11/2022","73,100","73,100","73,600","72,800","1.68M","0.14%"
"24/11/2022","73,000","73,500","74,000","72,500","1.08M","-0.68%"
"23/11/2022","73,500","73,000","73,500","72,400","794.20K","0.00%"
"22/11/2022","73,500","74,500","76,000","72,500","1.94M","-2.00%"
"21/11/2022","75,000","76,500","76,500","75,000","1.11M","-1.96%"
"18/11/2022","76,500","75,900","76,900","73,600","1.56M","0.00%"
"17/11/2022","76,500","76,100","76,600","75,500","1.65M","1.86%"
"16/11/2022","75,100","70,300","78,000","70,300","2.35M","0.13%"
"15/11/2022","75,000","74,400","76,400","72,100","1.58M","-0.13%"
"14/11/2022","75,100","75,500","76,500","74,100","1.54M","-0.53%"
"11/11/2022","75,500","73,000","75,500","73,000","1.31M","3.71%"
"10/11/2022","72,800","73,900","73,900","71,600","958.50K","-1.62%"
"09/11/2022","74,000","73,500","74,200","72,600","1.21M","1.93%"
"08/11/2022","72,600","72,000","75,000","71,600","1.66M","1.11%"
"07/11/2022","71,800","71,800","73,000","71,100","1.23M","0.00%"
"04/11/2022","71,800","71,500","72,500","68,900","1.54M","-1.64%"
"03/11/2022","73,000","72,000","73,400","72,000","726.60K","-0.82%"
"02/11/2022","73,600","74,000","74,500","72,000","1.26M","-1.87%"
"01/11/2022","75,000","74,000","75,000","73,300","826.10K","2.04%"
"31/10/2022","73,500","73,500","73,500","72,500","659.40K","2.65%"
"28/10/2022","71,600","72,500","74,500","71,600","1.56M","-0.14%"
"27/10/2022","71,700","70,500","72,900","69,300","1.30M","2.43%"
"26/10/2022","70,000","70,600","70,600","68,500","591.40K","0.14%"
"25/10/2022","69,900","66,000","70,600","66,000","1.54M","2.79%"
"24/10/2022","68,000","69,500","69,500","65,800","670.10K","0.00%"
"21/10/2022","68,000","69,200","70,700","68,000","1.28M","-1.73%"
"20/10/2022","69,200","67,900","70,000","67,100","1.52M","1.91%"
"19/10/2022","67,900","67,900","68,000","67,300","627.40K","0.30%"
"18/10/2022","67,700","68,000","68,000","67,300","885.00K","2.11%"
"17/10/2022","66,300","67,300","68,000","65,500","1.24M","-2.64%"
"14/10/2022","68,100","68,500","68,500","67,300","1.60M","2.41%"
"13/10/2022","66,500","64,100","66,500","62,700","1.60M","3.91%"
"12/10/2022","64,000","63,000","65,300","62,200","1.52M","3.23%"
"11/10/2022","62,000","65,300","66,000","62,000","1.16M","-4.76%"
"10/10/2022","65,100","66,500","67,700","64,100","1.32M","-2.40%"
"07/10/2022","66,700","69,600","69,600","65,300","2.11M","-4.85%"
"06/10/2022","70,100","72,000","72,000","69,900","751.50K","-1.96%"
"05/10/2022","71,500","71,400","72,000","71,100","835.00K","0.28%"
"04/10/2022","71,300","70,000","71,900","69,500","1.28M","0.99%"
"03/10/2022","70,600","73,500","73,800","70,300","894.90K","-3.55%"
"30/09/2022","73,200","73,200","74,300","72,400","1.26M","-1.08%"
"29/09/2022","74,000","76,000","76,000","74,000","587.80K","-1.33%"
"28/09/2022","75,000","74,000","75,000","73,800","587.70K","0.94%"
"27/09/2022","74,300","76,000","76,000","74,200","653.40K","-0.93%"
"26/09/2022","75,000","75,100","77,000","74,100","1.26M","-1.19%"
"23/09/2022","75,900","77,200","77,700","75,800","1.03M","-2.69%"
"22/09/2022","78,000","77,700","78,600","77,500","1.18M","-1.14%"
"21/09/2022","78,900","79,300","79,600","77,900","499.20K","-0.38%"
"20/09/2022","79,200","78,800","80,000","78,600","521.20K","0.51%"
"19/09/2022","78,800","79,000","80,200","78,000","938.50K","-1.50%"
"16/09/2022","80,000","79,300","80,000","78,500","1.52M","1.01%"
"15/09/2022","79,200","78,500","79,300","78,100","611.90K","1.15%"
"14/09/2022","78,300","77,200","79,500","77,000","1.09M","-0.38%"
"13/09/2022","78,600","79,400","79,400","78,600","1.19M","-0.63%"
"12/09/2022","79,100","79,600","79,700","78,800","700.80K","0.38%"
"09/09/2022","78,800","78,500","79,300","78,200","1.03M","1.03%"
"08/09/2022","78,000","80,900","80,900","78,000","1.07M","-2.50%"
"07/09/2022","80,000","82,000","82,500","79,800","2.29M","-3.26%"
"06/09/2022","82,700","82,600","84,000","82,100","1.03M","0.12%"
"05/09/2022","82,600","84,000","84,300","82,500","1.55M","-1.67%"
"31/08/2022","84,000","86,000","86,500","84,000","1.06M","-2.33%"
"30/08/2022","86,000","82,500","86,000","82,500","2.50M","4.24%"
"29/08/2022","82,500","81,400","82,500","80,900","951.50K","0.00%"
"26/08/2022","82,500","82,000","83,700","82,000","1.56M","0.61%"
"25/08/2022","82,000","82,200","82,200","81,300","538.80K","0.00%"
"24/08/2022","82,000","81,200","82,900","80,300","1.08M","2.24%"
"23/08/2022","80,200","80,000","81,300","79,900","648.00K","0.25%"
"22/08/2022","80,000","80,100","81,500","80,000","525.80K","-1.11%"
"19/08/2022","80,900","80,600","82,000","80,600","1.15M","-0.74%"
"18/08/2022","81,500","81,300","82,000","81,200","1.57M","0.00%"
"17/08/2022","81,500","81,200","81,700","81,200","764.00K","0.00%"
"16/08/2022","81,500","82,000","82,000","81,100","687.10K","-0.37%"
"15/08/2022","81,800","82,000","82,300","81,700","1.26M","0.25%"
"12/08/2022","81,600","81,500","81,900","80,900","1.25M","0.12%"
"11/08/2022","81,500","81,300","82,000","80,600","1.17M","1.24%"
"10/08/2022","80,500","80,100","81,000","80,100","507.50K","-0.37%"
"09/08/2022","80,800","82,000","82,000","79,900","1.22M","-1.46%"
"08/08/2022","82,000","82,000","82,500","81,900","915.00K","0.00%"
"05/08/2022","82,000","82,000","82,400","81,100","1.40M","-0.61%"
"04/08/2022","82,500","79,500","82,500","79,400","2.26M","3.77%"
"03/08/2022","79,500","78,300","79,500","78,000","1.01M","0.76%"
"02/08/2022","78,900","77,000","79,200","76,000","1.78M","2.47%"
"01/08/2022","77,000","74,700","77,000","74,400","1.58M","3.08%"
"29/07/2022","74,700","75,400","75,500","74,700","1.18M","-0.80%"
"28/07/2022","75,300","75,400","75,600","74,800","1.16M","0.40%"
"27/07/2022","75,000","74,000","75,000","73,700","1.26M","1.49%"
"26/07/2022","73,900","73,200","74,400","73,200","1.12M","1.37%"
"25/07/2022","72,900","72,400","73,200","72,000","962.70K","0.55%"
"22/07/2022","72,500","72,100","72,700","72,000","1.01M","0.00%"
"21/07/2022","72,500","72,500","72,900","72,100","1.16M","0.00%"
"20/07/2022","72,500","71,600","72,500","71,600","544.90K","1.68%"
"19/07/2022","71,300","72,000","72,100","71,100","812.10K","-0.97%"
"18/07/2022","72,000","72,500","72,900","72,000","391.40K","-0.41%"
"15/07/2022","72,300","72,100","73,500","72,100","597.50K","-0.14%"
"14/07/2022","72,400","71,800","72,800","71,600","329.40K","0.84%"
"13/07/2022","71,800","71,800","73,400","71,400","1.38M","-0.14%"
"12/07/2022","71,900","72,100","72,600","71,700","811.50K","-0.14%"
"11/07/2022","72,000","73,300","73,500","72,000","660.80K","-2.70%"
"08/07/2022","74,000","74,900","75,000","73,900","761.00K","-1.99%"
"07/07/2022","75,500","72,700","75,500","71,700","1.26M","3.71%"
"06/07/2022","72,800","73,700","73,900","68,900","1.55M","-1.62%"
"05/07/2022","74,000","74,900","74,900","73,600","1.06M","-0.13%"
"04/07/2022","74,100","74,900","75,200","73,900","746.20K","0.14%"
"01/07/2022","74,000","74,500","75,000","72,900","1.38M","-1.07%"
"30/06/2022","74,800","75,500","76,000","74,800","678.40K","-0.93%"
"29/06/2022","75,500","75,800","75,900","75,300","847.50K","-1.05%"
"28/06/2022","76,300","75,000","77,000","74,800","1.10M","1.87%"
"27/06/2022","74,900","75,500","76,000","74,800","862.50K","-0.13%"
"24/06/2022","75,000","76,200","76,300","74,600","648.60K","-1.19%"
"23/06/2022","75,900","75,100","76,700","74,900","590.20K","-0.13%"
"22/06/2022","76,000","77,900","78,000","75,000","1.07M","-2.19%"
"21/06/2022","77,700","76,000","77,700","75,200","937.10K","2.24%"
"20/06/2022","76,000","79,500","79,500","75,300","1.09M","-0.13%"
"17/06/2022","76,100","77,000","78,300","76,100","1.05M","-3.79%"
"16/06/2022","79,100","76,700","80,000","76,500","1.21M","3.40%"
"15/06/2022","76,500","77,400","78,300","75,300","1.24M","-0.65%"
"14/06/2022","77,000","75,500","78,100","74,000","1.07M","0.79%"
"13/06/2022","76,400","77,000","77,000","74,100","1.11M","-1.67%"
"10/06/2022","77,700","77,800","79,000","77,400","390.90K","-0.13%"
